address,city,date,id,injured,killed,lat,lng,source,state
1600 block of Oak Landing,Aransas Pass,2/11/2020,1620742,0,0,35.83272,-80.836455,https://www.khou.com/article/news/crime/video-five-suspects-tie-up-residents-in-aransas-pass-home-invasion/503-53add6b7-afdb-4e84-9cfa-9691fc1b2230,Texas
5399 W Genesee St,Camillus,2/11/2020,1619587,0,1,43.0378872,-76.2723086,https://www.syracuse.com/crime/2020/02/19-year-old-who-shot-himself-in-parking-lot-of-camillus-walmart-identified.html,New York
Summit St,Marcus Hook (Linwood),2/11/2020,1620733,0,0,35.79459,-80.903959,https://www.wbaltv.com/article/new-details-about-michael-marullo-before-wednesdays-shooting-in-northeast-baltimore/30915841,Pennsylvania
2000 block of East Walnut Lane,Philadelphia,2/11/2020,1619337,0,2,40.048704,-75.170684,https://6abc.com/police-man-killed-father-brother-because-they-were-possessed/5920419/,Pennsylvania
N/A,Prince George,2/11/2020,1620125,1,0,37.1815024,-77.2153144,https://www.nbc12.com/2020/02/12/police-investigating-after-woman-shot-prince-george/,Virginia
1200 block of Wilbeth Road,Akron,2/11/2020,1620023,0,1,40.21799,-79.49156,https://www.cleveland.com/crime/2020/02/akron-man-died-of-self-inflicted-gunshot-during-swat-standoff-medical-examiner-says.html,Ohio
Lincoln Trail Blvd and Bill St,Radcliff,2/11/2020,1620644,0,0,35.779683,-80.884198,https://www.wave3.com/2020/02/13/suspect-dating-app-robbery-setup-arrested-shooting-car-radcliff/,Kentucky
8946 Cameron Blvd,Charlotte,2/11/2020,1620031,0,0,35.3040666,-80.7371742,https://www.wsoctv.com/news/local/man-visiting-uncc-student-accused-firing-gun-dorm-wall/K7XJVIVOT5FWVC5T26CHS3YE3M/,North Carolina
Aldrich St,Aiken,2/11/2020,1619994,0,0,33.577233,-81.701021,https://www.aikenstandard.com/news/one-in-custody-following-response-to-call-of-shots-fired/article_d43b20aa-4d0f-11ea-af43-5b3b6d2ceea6.html,South Carolina
I-10,Gramercy,2/11/2020,1619992,0,0,30.0474239,-90.6898128,https://www.wbrz.com/news/man-allegedly-shot-at-trucker-in-road-rage-encounter-on-i-10/,Louisiana
S Ocean Ave,Patchogue,2/11/2020,1619312,1,0,40.7481701,-73.010205,https://patch.com/new-york/patchogue/reported-shooting-leads-school-lockout-patchogue-medford,New York
Brookhill Ct,Collinsville,2/11/2020,1626757,1,0,38.685842,-90.00032,https://www.bnd.com/news/local/crime/article240487041.html,Illinois
Beulah Rd,Lake City,2/11/2020,1621365,0,1,35.769337,-81.002466,https://www.wmbfnews.com/2020/02/14/coroner-body-found-williamsburg-florence-county-line-was-that-missing-man/,South Carolina
2200 block of N Neco Town Rd,New Iberia,2/11/2020,1619984,0,1,35.839234,-80.837941,https://www.wafb.com/2020/02/12/year-old-critical-condition-following-drive-by-shooting-south-new-iberia/,Louisiana
200 block of Greenwood Dr,Round Lake (Round Lake Park),2/11/2020,1619979,0,0,36.018371,-86.122277,https://www.dailyherald.com/news/20200211/shots-hit-round-lake-park-house-prompt-elementary-school-lockdown,Illinois
34-48 Sheehan Ct,Kingston,2/11/2020,1620268,0,1,41.940165,-73.992567,https://www.dailyfreeman.com/news/police-blotter/nyc-man-charged-with-murder-in-one-of-kingston-s/article_01cf741e-6ab9-11ea-92f2-df6876d006ad.html,New York
15300 block of Wyandotte St,Van Nuys,2/11/2020,1620104,0,2,34.202921,-118.466959,http://theavtimes.com/2020/02/14/lancaster-man-shot-to-death-in-van-nuys-search-for-suspects-continues/,California
1300 Welcome Way,Reno,2/11/2020,1620950,0,1,35.207146,-85.149912,http://Police also believe Cameron could be connected to several shootings in 2017 and 2018 that occurred in the Galena area in which houses were shot In the middle of the night.,Nevada
E 56th St and Old Colony Rd,Indianapolis (Lawrence),2/11/2020,1619245,1,0,39.8550017,-86.055062,https://fox59.com/2020/02/11/lawrence-police-shots-fired-at-officers-during-pursuit-on-northeast-side/,Indiana
6th St and Grand Ave,San Pedro,2/11/2020,1619254,1,0,33.6360052,-117.6254658,https://www.presstelegram.com/2020/02/11/man-hospitalized-after-shot-in-san-pedro/,California
200 W Peace St,Raleigh,2/11/2020,1620059,1,0,35.7882563,-78.6427253,https://www.cbs17.com/news/local-news/wake-county-news/raleigh-coin-shop-owner-recovering-after-being-shot-amid-shootout-with-robbers/,North Carolina
600 block of 5th Ave,Columbus,2/11/2020,1619202,0,1,32.45725,-84.986151,https://www.wtvm.com/2020/03/31/man-arrested-charged-with-murder-fatal-feb-shooting/,Georgia
295th Ave and Van Buren St,Buckeye,2/11/2020,1619411,0,0,33.4877188,-112.685912,https://www.fox10phoenix.com/news/man-taken-into-custody-following-barricade-situation-in-the-west-valley,Arizona
401 8th St,Flippin,2/11/2020,1619945,3,1,35.773734,-80.893301,https://www.ozarkradionews.com/local-news/arkansas-state-police-investigating-homicide,Arkansas
Vinson Hwy,Milledgeville,2/11/2020,1621298,1,0,33.0355392,-83.2090037,https://www.wsbtv.com/news/local/georgia-college-student-athlete-shot-while-driving/OOJROALRS5G7JEU2H6PEG2YWTU/,Georgia
100 block of Estes Way,Sacramento,2/11/2020,1620545,0,0,38.645226,-121.4669186,https://www.sacbee.com/news/local/crime/article240241061.html,California
200 block of 9th Ave,Dillon,2/11/2020,1624526,0,1,32.435499,-87.043837,https://wpde.com/news/local/dillon-mans-death-ruled-as-homicide,South Carolina
1412 Old McDonough Hwy,Conyers,2/11/2020,1619927,0,0,33.6402573,-84.0144057,https://www.ajc.com/news/crime--law/conyers-officer-shoots-stolen-vehicle-after-suspect-rams-patrol-car/MkESTtl4vEABPrDxb3MnpL/,Georgia
1600 block of Avalon Ave,Lake Havasu City,2/11/2020,1621951,0,0,34.5212515,-114.3370171,https://www.thebee.news/k-9-rocky-helps-in-drug-bust/,Arizona
1712 NE 24th Ave,Amarillo,2/11/2020,1620861,0,0,35.23626,-101.814182,https://www.newschannel10.com/2020/02/13/apd-investigating-officer-involved-shooting-amarillo/,Texas
4900 block of N Clay St,Denver,2/11/2020,1618897,0,1,36.034461,-86.132035,https://www.thedenverchannel.com/news/local-news/woman-accused-of-first-degree-murder-after-deceased-person-found-in-denver-home,Colorado
1500 block of Ashbury Way,Perris,2/11/2020,1631107,3,0,33.7995497,-117.216188,https://www.pe.com/2020/02/11/3-men-shot-in-perris/,California
E Floribraska Ave and N Nebraska Ave,Tampa,2/11/2020,1619880,0,1,27.9709054,-82.455303,https://www.wfla.com/news/hillsborough-county/arrest-made-in-shooting-death-of-man-lying-on-bench-in-tampa/,Florida
5300 block of Lundy Ave,Portage,2/11/2020,1619875,1,0,41.5766053,-87.2102282,https://www.nwitimes.com/news/local/crime-and-courts/call-sparked-hunt-for-gunman-in-portage-neighborhood/article_edd0f61b-f7a0-52f7-b0b3-aab99f83211a.html,Indiana
800 War Eagle Blvd,Titusville,2/11/2020,1619873,0,0,28.6318074,-80.852466,https://www.clickorlando.com/news/local/2020/02/14/teen-who-threatened-astronaut-high-students-with-gun-arrested-after-fleeing-in-stolen-car-police-say/,Florida
293rd Ave and Polk St,Buckeye,2/11/2020,1620494,1,0,33.4906006,-112.6822803,https://ktar.com/story/2976188/mcso-k9-injured-following-barricade-situation-in-west-valley/,Arizona
48th St W,Lehigh Acres,2/11/2020,1619845,1,0,26.659972,-81.667485,https://www.news-press.com/story/news/crime/2020/02/14/verbal-argument-lehigh-acres-ends-man-shot-head/4760699002/,Florida
1300 block of Anchor Ct,Orlando,2/11/2020,1619143,0,0,28.588606,-81.398744,https://www.clickorlando.com/news/local/2020/02/11/cars-house-sprayed-by-bullets-in-orlando/,Florida
1100 N 19th St,Palatka,2/11/2020,1619819,0,0,29.658668,-81.646984,https://cbs12.com/news/local/boy-13-found-with-2-guns-and-4-knives-at-florida-middle-school,Florida
1500 Block of Bethlehem Church Rd,Grantville,2/11/2020,1619929,0,1,35.801251,-80.879857,https://www.11alive.com/article/news/crime/hayley-adams-death-arrests/85-5376046a-836d-44b8-bbbc-7821dd25a4ea,Georgia
24000 block of Middlecord Circle,Seaford,2/11/2020,1619794,0,0,35.788613,-80.851315,https://dsp.delaware.gov/2020/02/12/troopers-investigating-shots-fired-incident-seaford-7/,Delaware
300 Indiana Ave,Washington,2/11/2020,1619504,0,0,32.420308,-87.021988,https://mpdc.dc.gov/release/mpd%E2%80%99s-weekly-firearm-recoveries-february-3-2019-february-10-2020,District of Columbia
5100 block of Illinois Ave NW,Washington,2/11/2020,1619780,0,0,38.952014,-77.024927,https://www.popville.com/2020/02/shots-fired-in-brightwood-park-around-930pm/,District of Columbia
W 26th St and President Barack Obama Hwy,Palm Beach Gardens (Riviera Beach),2/11/2020,1619016,1,0,26.7835647,-80.082703,https://cbs12.com/news/local/man-critical-after-shooting-in-riviera-beach,Florida
1100 block of Madison St,Annapolis,2/11/2020,1619801,1,0,38.9665994,-76.4930442,https://baltimore.cbslocal.com/2020/02/14/john-king-arrested-annapolis-shooting-stolen-gun/,Maryland
300 block of N Broom St,Wilmington,2/11/2020,1619792,1,0,39.745797,-75.566037,https://local.nixle.com/alert/7919400/,Delaware
2100 block of W Maypole Ave,Chicago,2/11/2020,1619769,1,0,41.883994,-87.681435,https://chicago.suntimes.com/crime/2020/2/12/21134353/gun-violence-chicago-shootings-tuesday-feb-11-crime,Illinois
N/A,Medical Lake,2/11/2020,1620438,0,0,47.5727104,-117.6823915,https://www.khq.com/top_story/repo-man-shot-at-tuesday-night-in-west-spokane-county/article_23a3ed4c-4de8-11ea-892f-bb3253201cef.html,Washington
50 block of W 71st St,Chicago,2/11/2020,1619767,1,0,41.765556,-87.6268765,https://chicago.suntimes.com/crime/2020/2/12/21134353/gun-violence-chicago-shootings-tuesday-feb-11-crime,Illinois
700 block of N Hamlin Ave,Chicago,2/11/2020,1619762,1,0,41.893702,-87.721249,https://chicago.suntimes.com/crime/2020/2/12/21134353/gun-violence-chicago-shootings-tuesday-feb-11-crime,Illinois
Clinton Pl and Hawthorne Ave,Newark,2/11/2020,1620410,3,0,40.7129519,-74.2147292,https://www.rlsmedia.com/article/three-struck-gunfire-newark-south-ward-shots-fired-incident,New Jersey
US-385,Custer,2/11/2020,1620414,0,1,43.601888,-103.523971,https://rapidcityjournal.com/news/local/crime-and-courts/man-who-killed-himself-in-custer-standoff-identified-suspected-of/article_707f531e-d807-5f61-aad3-1b8ffe86b473.html#tracking-source=home-trending,South Dakota
Co Rd 78,Magnolia,2/11/2020,1619755,1,0,40.21799,-79.49156,https://www.kark.com/news/local-news/magnolia-police-chief-shot-injured-while-serving-warrant/,Arkansas
11316 SW 191 Lane,Miami,2/11/2020,1619723,3,0,36.016442,-86.116028,https://www.miamidade.gov/police/releases/Shooting_PD200211053959.asp,Florida
I-20,Jackson,2/11/2020,1620391,0,0,34.979449,-89.250284,https://www.vicksburgnews.com/warren-county-sheriff-arrests-jackson-carjacking-suspect/,Mississippi
1900 block of Alison Ave,Bossier City,2/11/2020,1620381,0,1,32.475807,-93.663875,https://www.ksla.com/2020/02/11/man-wounded-bossier-city-shooting-suspects-detained/,Louisiana
1700 block of North Avenue I,Crowley,2/11/2020,1619748,1,0,30.227782,-92.376955,https://kadn.com/crowley-police-investing-shooting/,Louisiana
Jonathan St,Dothan,2/11/2020,1619679,1,0,31.204386,-85.375355,https://www.dothanfirst.com/news/dpd-responds-to-shooting-on-johnson-street/,Alabama
600 block of Martin Luther King Dr,Mansfield,2/11/2020,1619744,1,0,32.0300348,-93.702699,https://www.ktbs.com/news/crime/shooting-under-investigation-in-mansfield/article_4dd103ae-4cd8-11ea-b57a-5ff0b8dce0b1.html,Louisiana
100 block of Rosebud Ln,San Antonio,2/11/2020,1625760,0,1,29.364196,-98.504079,https://www.ksat.com/news/local/2020/02/21/just-why-family-members-seek-answers-in-murder-of-new-father-25-killed-in-south-side-drainage-tunnel/,Texas
5522 Everhart Rd,Corpus Christi,2/11/2020,1620370,1,0,27.7082049,-97.3882558,https://www.kiiitv.com/article/news/local/buena-suerte-game-room/503-ece16ad3-08fb-4a2f-8372-0640f700e420,Texas
5000 block of Gaylyn Dr,Jackson,2/11/2020,1621095,0,0,32.327324,-90.258666,https://www.wapt.com/article/man-arrested-after-woman-carjacked-police-say/30894264,Mississippi
600 block of 10th Ave,Birmingham (Midfield),2/11/2020,1620367,0,1,33.5029013,-86.9331207,https://www.waff.com/2020/02/12/midfield-pd-release-photo-possible-shooting-suspects-vehicle/,Alabama
N/A,Mahnomen,2/11/2020,1620365,0,1,47.3313602,-95.8142911,https://www.bemidjipioneer.com/news/crime-and-courts/4934177-BCA-investigates-death-of-man-found-shot-in-northwest-Minnesota,Minnesota
2500 Spring Ave SW,Decatur,2/11/2020,1619737,1,0,34.566171,-86.999888,https://www.waff.com/2020/02/12/separate-shootings-decatur-tuesday/,Alabama
13300 Esperanza Rd,Dallas,2/11/2020,1620359,2,0,32.9293884,-96.7611208,https://www.nbcdfw.com/news/local/two-men-in-stable-condition-after-shooting-each-other-in-dallas/2309615/,Texas
11700 block of Rupley Ln,Dallas,2/11/2020,1620355,0,1,32.8560239,-96.6790301,https://www.nbcdfw.com/news/local/man-shot-killed-on-rupley-lane-in-dallas-police/2309634/,Texas
401 W South,Harrisburg,2/11/2020,1621073,0,0,35.563925,-90.725219,https://katv.com/news/local/2-students-arrested-after-gun-brought-to-northeast-arkansas-school,Arkansas
2700 block of W Meighan Blvd,Gadsden,2/11/2020,1628568,0,0,34.0229693,-86.0259967,https://www.gadsdentimes.com/news/20200224/two-gadsden-men-suspects-in-shots-fired-from-vehicle?rssfeed=true,Alabama
AL-77 and Thomas Dr,Gadsden,2/11/2020,1628571,0,0,34.0084248,-86.0257672,https://www.gadsdentimes.com/news/20200224/two-gadsden-men-suspects-in-shots-fired-from-vehicle?rssfeed=true,Alabama
3187 E Danville Cir,Memphis,2/11/2020,1619715,1,0,35.0602609,-89.9162685,https://wreg.com/news/man-recovering-after-shooting-at-parkway-village-apartment-complex/,Tennessee
E Dakota Ave and N Palm Ave,Fresno,2/11/2020,1619732,1,0,36.7868507,-119.749467,https://abc30.com/5923001/,California
W Due West Ave and Saunders Ave,Madison,2/11/2020,1619721,0,0,36.2482188,-86.7232227,https://www.newschannel5.com/news/man-arrested-after-madison-road-rage-shooting,Tennessee
900 block of Mogford Rd,San Antonio,2/11/2020,1619558,0,1,29.1551081,-98.4865865,https://www.kens5.com/article/news/crime/bcso-suspect-killed-man-over-drug-debt-then-went-home-and-killed-his-wife/273-934b3843-a4e4-4217-b725-0a5401dd2a3c,Texas
8511 Evening Light Dr,Sugar Land,2/11/2020,1619510,0,3,35.83311,-80.835442,https://www.khou.com/article/news/crime/woman-child-found-dead-inside-sugar-land-home/285-909c81a2-0045-4521-8756-99aeaeae11f8,Texas
700 block of Sandra St,Montgomery,2/11/2020,1619698,0,1,32.349279,-86.318481,https://www.alabamanews.net/2020/02/11/man-and-dog-shot-in-fatal-sandra-street-shooting/,Alabama
564 Ivey Hollow Rd,La Follette,2/11/2020,1619687,1,0,36.100358,-86.162993,https://www.wate.com/news/campbell-county-man-shot-taken-to-ut-medical-center/,Tennessee
Brooklyn Rd,Jacksonville,2/11/2020,1619683,1,0,30.374896,-81.695273,https://www.news4jax.com/news/local/2020/02/12/police-investigating-crime-scene-on-spelman-road-in-jacksonville/,Florida
210 7th Ave SW,Decatur,2/11/2020,1619606,1,0,34.6030426,-86.996377,https://whnt.com/news/decatur/decatur-man-charged-with-shooting-woman-during-fight/,Alabama
Robbie Ridge Rd,Stanton,2/11/2020,1625709,1,0,36.081691,-86.138227,https://www.lex18.com/news/man-recovering-from-being-accidentally-shot-near-red-river-gorge,Kentucky
Dixie Dr,Ozark,2/11/2020,1619654,0,0,31.441725,-85.645582,https://www.dothanfirst.com/news/ozark-police-arrested-shooter-on-dixie-drive/,Alabama
800 block of Williams Ave,Dothan,2/12/2020,1620375,0,1,31.230288,-85.369546,https://www.wtvy.com/content/news/Man-charged-in-deadly-shooting-that-could--have-been-drug-related-567836571.html,Alabama
1500 block of S Battin St,Wichita,2/12/2020,1620297,0,1,37.665954,-97.277924,http://www.kake.com/story/41695307/one-person-dies-in-a-wichita-shooting-incident,Kansas
Holmes Rd and E 83rd St,Kansas City,2/12/2020,1620305,0,0,39.006933,-94.579364,https://www.kmbc.com/article/kcpd-investigating-shooting-with-life-threatening-injuries/30892517,Missouri
NE 81st St and N Troost Ave,Kansas City,2/12/2020,1620301,1,0,39.2405576,-94.5686536,https://www.kctv5.com/news/man-shot-at-st-and-troost-police-say/article_54bb9e60-4e11-11ea-bcd2-4b1a2b7d13d5.html,Missouri
1300 Creekside Dr,Norman,2/12/2020,1620315,0,1,35.202436,-97.41613,https://www.news9.com/story/41717700/victim-identified-in-deadly-shooting-at-norman-apartment-complex,Oklahoma
N Nursery Rd and E Grauwyler Rd,Irving,2/12/2020,1620959,0,0,32.8293053,-96.9354413,https://dfw.cbslocal.com/2020/02/12/irving-police-chase-ends-arrest-2-wanted-felons-new-mexico/,Texas
Greenway Rd and 35th Ave,Phoenix,2/12/2020,1620940,2,0,33.6267682,-112.1445508,https://www.azcentral.com/story/news/local/phoenix-breaking/2020/02/12/convenience-store-shooting-phoenix-leaves-man-hospitalized/4745843002/,Arizona
Canyon Dr and Fay Dr,Saint Louis (Berkeley),2/12/2020,1621673,0,0,38.7502421,-90.3245407,https://www.stltoday.com/news/local/crime-and-courts/father-with-gun-boards-school-bus-in-berkeley-encourages-students/article_ed135ad0-f333-5f7f-9408-5571000e501d.html,Missouri
Rustwood Dr,Athens,2/12/2020,1620930,1,0,33.9913327,-83.4682371,https://www.onlineathens.com/news/20200213/athens-man-shot-in-assault-on-home-shooters-elude-capture,Georgia
200 block of Colvin Ave,Rochester,2/12/2020,1620246,1,0,36.115187,-86.129489,https://www.rochesterfirst.com/crime/police-investigate-shooting-on-colvin-and-maple/,New York
8301 Hungary Spring Rd,Henrico,2/12/2020,1624771,0,0,37.6333714,-77.5171667,https://www.nbc12.com/2020/02/19/men-charged-with-firearm-possession-while-henrico-high-school/,Virginia
2300 US-60,Ona,2/12/2020,1620211,0,0,38.4246294,-82.2144837,https://www.herald-dispatch.com/news/cabell-midland-goes-under-lockdown-following-nearby-gunshots/article_2700ba93-9a38-5884-bed2-2ef87ab3e573.html,West Virginia
N/A,Aurora,2/12/2020,1620897,0,0,39.729432,-104.8319196,https://twitter.com/AuroraPD/status/1227739186691633152,Colorado
Monterey Rd and S Avenue 60,Los Angeles,2/12/2020,1620203,0,1,34.157495,-118.2514258,https://ktla.com/2020/02/12/shooting-investigation-underway-after-death-of-male-victim-near-dog-park-in-montecito-heights/,California
N Pearl St and W 60th St,Jacksonville,2/12/2020,1620200,0,0,30.3390771,-81.659635,https://www.news4jax.com/news/local/2020/02/12/1-hospitalized-after-fight-shots-fired-on-pearl-street/,Florida
900 block of Maitland Dr,Virginia Beach,2/12/2020,1620118,0,1,36.776509,-75.99093,https://www.13newsnow.com/article/news/local/mycity/virginia-beach/virginia-beach-on-scene-of-an-officer-involved-shooting-involving-outside-agency-on-maitland-drive/291-3ff3e5ac-0cb0-4402-a241-519f03f089fe,Virginia
Battle Creek Ave and Meachem Ave,Battle Creek,2/12/2020,1620808,0,0,42.312752,-85.203336,https://www.battlecreekenquirer.com/story/news/2020/02/13/police-fire-man-threatens-girlfriend-gun/4751532002/,Michigan
I-172,Quincy,2/12/2020,1622146,0,0,39.9356016,-91.4098727,https://www.whig.com/20200228/monroe-city-man-charged-with-disorderly-conduct-in-reported-interstate-shooting,Illinois
